epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/classify_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),top1_acc,top5_acc,f1_score,val/box_loss,val/cls_loss,val/dfl_loss,val/classify_loss,lr/pg0,lr/pg1,lr/pg2
81,50782.4,1.47209,1.48221,1.19225,1.51284,0.40082,0.36651,0.33433,0.18457,0.40506,0.91407,0.06358,1.43582,1.47128,1.22884,1.62147,0.00736,0.00736,0.00736
82,51406,1.4705,1.486,1.18512,1.51,0.39985,0.36734,0.33474,0.18497,0.40399,0.91461,0.06288,1.43527,1.47051,1.22731,1.62131,0.007327,0.007327,0.007327
83,52033.1,1.4723,1.48213,1.18841,1.51354,0.40545,0.36459,0.33469,0.18502,0.40345,0.9144,0.06255,1.43494,1.46983,1.22567,1.62099,0.007294,0.007294,0.007294
84,52661.5,1.46687,1.48099,1.18571,1.5139,0.40595,0.36471,0.33546,0.18545,0.40453,0.9145,0.06367,1.43433,1.46906,1.22402,1.61905,0.007261,0.007261,0.007261
85,53286.6,1.467,1.48115,1.18673,1.51082,0.40803,0.3657,0.33611,0.18562,0.4056,0.9144,0.06438,1.43368,1.46836,1.22266,1.6177,0.007228,0.007228,0.007228
86,53913.8,1.46862,1.48155,1.18632,1.51481,0.40832,0.36554,0.33622,0.18564,0.40614,0.91461,0.06483,1.43338,1.4674,1.22121,1.61681,0.007195,0.007195,0.007195
87,54544.8,1.46679,1.47239,1.1841,1.50661,0.40703,0.36546,0.33655,0.18603,0.40689,0.91493,0.06536,1.43321,1.46653,1.2199,1.6152,0.007162,0.007162,0.007162
88,55167.3,1.47105,1.47877,1.18597,1.50453,0.40705,0.36583,0.33709,0.18643,0.40699,0.91515,0.06538,1.43272,1.46523,1.21836,1.61524,0.007129,0.007129,0.007129
89,55791.7,1.46646,1.47744,1.18362,1.50898,0.41034,0.36383,0.337,0.18671,0.40796,0.91515,0.0669,1.43251,1.46437,1.21715,1.61478,0.007096,0.007096,0.007096
90,56420.6,1.4631,1.46467,1.17864,1.50373,0.40886,0.36334,0.33747,0.18669,0.40828,0.91504,0.06707,1.43207,1.46325,1.21589,1.61382,0.007063,0.007063,0.007063
91,57049.7,1.46272,1.47015,1.18157,1.50171,0.40569,0.36627,0.33751,0.18701,0.40839,0.91525,0.0672,1.43135,1.46241,1.21437,1.61237,0.00703,0.00703,0.00703
92,57672.5,1.4626,1.46822,1.18055,1.49608,0.40853,0.36479,0.33827,0.18726,0.40946,0.9159,0.06806,1.43071,1.46182,1.21302,1.61022,0.006997,0.006997,0.006997
93,58311.2,1.46276,1.46882,1.17914,1.50446,0.40966,0.36354,0.33879,0.18745,0.40957,0.91622,0.06854,1.43003,1.46102,1.21165,1.60954,0.006964,0.006964,0.006964
94,58933.6,1.46269,1.46364,1.17769,1.50001,0.41441,0.36262,0.33929,0.1876,0.41,0.91611,0.06936,1.42971,1.46053,1.21051,1.61024,0.006931,0.006931,0.006931
95,59563.6,1.45614,1.45235,1.17293,1.49195,0.41191,0.36385,0.33976,0.188,0.41075,0.91633,0.07077,1.42906,1.45973,1.20908,1.60947,0.006898,0.006898,0.006898
96,60188.2,1.45693,1.45869,1.17664,1.49467,0.41253,0.36416,0.34013,0.18844,0.41064,0.91686,0.07099,1.42845,1.459,1.20793,1.60919,0.006865,0.006865,0.006865
97,60816.4,1.45988,1.45329,1.17471,1.49205,0.40984,0.36365,0.3402,0.18872,0.41193,0.91708,0.07281,1.42802,1.45826,1.20689,1.60767,0.006832,0.006832,0.006832
98,61437.5,1.45924,1.45456,1.17642,1.4922,0.41394,0.36272,0.34084,0.18878,0.41332,0.91847,0.07445,1.42746,1.45751,1.20577,1.60544,0.006799,0.006799,0.006799
99,62062,1.45376,1.44531,1.17281,1.48904,0.41855,0.36328,0.34112,0.18878,0.41343,0.91858,0.07484,1.42734,1.45705,1.20492,1.60434,0.006766,0.006766,0.006766
100,62686.7,1.45719,1.44937,1.17499,1.48827,0.41943,0.36315,0.34138,0.18903,0.41289,0.91858,0.07566,1.42731,1.45614,1.20408,1.60509,0.006733,0.006733,0.006733
101,63309.7,1.45481,1.44455,1.17649,1.48754,0.41621,0.3651,0.34123,0.18934,0.41343,0.91847,0.07569,1.42709,1.45552,1.20339,1.60539,0.0067,0.0067,0.0067
102,63935.7,1.45463,1.44389,1.17335,1.48565,0.41889,0.36476,0.34191,0.18958,0.41418,0.91804,0.07714,1.42733,1.45459,1.20253,1.60489,0.006667,0.006667,0.006667
103,64562.1,1.45758,1.45162,1.17287,1.48887,0.42009,0.36409,0.34209,0.18969,0.41536,0.91815,0.07792,1.42719,1.45429,1.20168,1.60372,0.006634,0.006634,0.006634
104,65190.7,1.45151,1.4431,1.17096,1.48778,0.41855,0.36564,0.34252,0.18987,0.41558,0.91815,0.07833,1.42708,1.45344,1.2009,1.60344,0.006601,0.006601,0.006601
105,65814.6,1.45026,1.43929,1.16641,1.48344,0.41663,0.36709,0.3426,0.19017,0.41504,0.91794,0.07809,1.42695,1.45298,1.20017,1.60365,0.006568,0.006568,0.006568
106,66438.9,1.44938,1.44124,1.16819,1.48286,0.41858,0.36681,0.34316,0.19043,0.41611,0.91783,0.0788,1.42668,1.45235,1.19917,1.60264,0.006535,0.006535,0.006535
107,67067.6,1.44864,1.43884,1.1696,1.48285,0.41665,0.3687,0.34311,0.19053,0.41729,0.91815,0.07977,1.42632,1.4515,1.19835,1.60095,0.006502,0.006502,0.006502
108,67694.5,1.44897,1.43697,1.16895,1.48002,0.41282,0.37038,0.34319,0.19055,0.41815,0.91815,0.0801,1.42627,1.4508,1.19771,1.59944,0.006469,0.006469,0.006469
109,68321.8,1.44676,1.43337,1.16709,1.47539,0.41779,0.36828,0.34376,0.19089,0.41944,0.91826,0.08152,1.42626,1.45024,1.19715,1.59774,0.006436,0.006436,0.006436
110,68950.9,1.44277,1.42341,1.16759,1.48232,0.41195,0.37284,0.34401,0.19122,0.41997,0.91858,0.08264,1.42592,1.44917,1.19657,1.59699,0.006403,0.006403,0.006403
111,69578.2,1.44518,1.42524,1.16429,1.4751,0.41476,0.37234,0.34454,0.19129,0.42008,0.91869,0.08308,1.42588,1.44827,1.19593,1.59649,0.00637,0.00637,0.00637
112,70212.8,1.44192,1.42275,1.16366,1.47608,0.41216,0.37313,0.34481,0.19165,0.42169,0.91847,0.08439,1.42572,1.44807,1.19538,1.59642,0.006337,0.006337,0.006337
113,70838.9,1.44411,1.4255,1.16378,1.4665,0.41086,0.37266,0.34496,0.19168,0.42287,0.91858,0.08596,1.42572,1.4469,1.1946,1.59394,0.006304,0.006304,0.006304
114,71464.3,1.44868,1.42492,1.16349,1.47069,0.41001,0.37311,0.34517,0.19233,0.42341,0.91804,0.08665,1.42571,1.44596,1.19411,1.59329,0.006271,0.006271,0.006271
115,72086.7,1.44487,1.42636,1.16407,1.46665,0.4104,0.37328,0.34566,0.19248,0.42437,0.91858,0.08729,1.4255,1.44476,1.19348,1.59201,0.006238,0.006238,0.006238
116,72713,1.44226,1.42222,1.16319,1.46589,0.41002,0.37507,0.34584,0.1925,0.42523,0.91912,0.08838,1.42523,1.44411,1.19299,1.59049,0.006205,0.006205,0.006205
117,73338.4,1.43864,1.41343,1.16216,1.46404,0.4109,0.3769,0.34602,0.19271,0.42641,0.91901,0.08986,1.425,1.44322,1.19238,1.58938,0.006172,0.006172,0.006172
118,73966,1.43591,1.41686,1.16139,1.46583,0.40879,0.3789,0.34626,0.19272,0.42695,0.91901,0.09025,1.42512,1.44228,1.19202,1.58906,0.006139,0.006139,0.006139
119,74586.7,1.43985,1.40936,1.16018,1.46317,0.40547,0.38031,0.34639,0.19306,0.42866,0.91965,0.09105,1.42501,1.4417,1.19155,1.58782,0.006106,0.006106,0.006106
120,75213.8,1.43542,1.40629,1.15825,1.46063,0.40602,0.37918,0.34677,0.19333,0.42899,0.91933,0.09166,1.42504,1.44073,1.19106,1.5875,0.006073,0.006073,0.006073
121,75838.1,1.43844,1.40396,1.16057,1.46276,0.40912,0.38103,0.34694,0.19347,0.42995,0.91901,0.09359,1.42491,1.44033,1.19055,1.58766,0.00604,0.00604,0.00604
122,76466.9,1.43461,1.40083,1.15642,1.46129,0.4111,0.37953,0.34719,0.19362,0.42931,0.9189,0.09247,1.42484,1.43967,1.19009,1.58835,0.006007,0.006007,0.006007
123,77089.6,1.43376,1.4026,1.15889,1.45351,0.4078,0.38104,0.34765,0.19396,0.42877,0.91879,0.09208,1.42476,1.43913,1.18969,1.58903,0.005974,0.005974,0.005974
124,77719.3,1.43529,1.39802,1.15622,1.45727,0.40649,0.38304,0.3478,0.19386,0.42845,0.91869,0.0927,1.42449,1.43868,1.18902,1.58967,0.005941,0.005941,0.005941
125,78339.7,1.435,1.40099,1.15559,1.45562,0.40801,0.38535,0.348,0.19439,0.42866,0.91772,0.093,1.42452,1.43823,1.18855,1.5894,0.005908,0.005908,0.005908
126,78963.6,1.43175,1.39422,1.15468,1.4463,0.41129,0.3837,0.34851,0.19446,0.42909,0.91772,0.09465,1.42474,1.43747,1.18829,1.58855,0.005875,0.005875,0.005875
127,79585,1.43073,1.39374,1.15656,1.44961,0.41123,0.38158,0.34852,0.1946,0.42866,0.91761,0.09365,1.42457,1.43717,1.18803,1.58835,0.005842,0.005842,0.005842
128,80211.4,1.43388,1.395,1.15788,1.44326,0.41082,0.3838,0.3491,0.19499,0.42909,0.91761,0.094,1.42457,1.43663,1.18784,1.58784,0.005809,0.005809,0.005809
129,80835.1,1.43005,1.3929,1.15499,1.45026,0.41246,0.38378,0.34924,0.1953,0.42866,0.9174,0.09368,1.42467,1.43626,1.18755,1.58859,0.005776,0.005776,0.005776
130,81459.3,1.4282,1.3899,1.15314,1.44377,0.41406,0.38354,0.34931,0.1957,0.4292,0.91697,0.09382,1.42482,1.43612,1.18723,1.58897,0.005743,0.005743,0.005743
131,82084.2,1.42854,1.38309,1.1499,1.44413,0.41677,0.38202,0.3498,0.19599,0.42984,0.91729,0.09436,1.42517,1.43526,1.18693,1.58796,0.00571,0.00571,0.00571
132,82714.2,1.43287,1.39194,1.15265,1.44097,0.41911,0.38218,0.35013,0.19632,0.43017,0.91772,0.09379,1.42532,1.43519,1.18668,1.58652,0.005677,0.005677,0.005677
133,83339.2,1.42513,1.37775,1.15243,1.4395,0.41874,0.38392,0.35078,0.19662,0.43027,0.91772,0.09407,1.42542,1.43438,1.18656,1.58658,0.005644,0.005644,0.005644
